stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
394,10395,YUVACIK MERKEZ CAMİİ,,40.68583,29.964537,,,0,,Europe/Istanbul,0
395,10396,SERDAR MUHTARLIĞI,,40.7103467382,29.9434162243,,,0,,Europe/Istanbul,0
396,10397,AYDINKENT MUHTARLIĞI 1,,40.7077230582,29.9481572023,,,0,,Europe/Istanbul,0
397,10398,15.ADA 1,,40.7034089905,29.9502497184,,,0,,Europe/Istanbul,0
398,10399,AYDINKENT CAMİİ,,40.6998826428,29.9511935521,,,0,,Europe/Istanbul,0
399,10400,20.ADA 1,,40.6981219948,29.9521472117,,,0,,Europe/Istanbul,0
400,10401,21.ADA,,40.695786,29.951675,,,0,,Europe/Istanbul,0
401,10402,23.ADA,,40.6945248681,29.9515593912,,,0,,Europe/Istanbul,0
402,10403,AYDINKENT SON DURAK 1,,40.6914418204674,29.9525982141495,,,0,,Europe/Istanbul,0
403,10404,KÖRAHMET SOKAK 1,,40.686166331,29.9605501748,,,0,,Europe/Istanbul,0
